Tree_Name	assembly	pep	cds	gff	gtf
Candida_broadrunensis	yHMPu5000038409_candida_broadrunensis_180604.fas	yHMPu5000038409_candida_broadrunensis_180604.final.pep	yHMPu5000038409_candida_broadrunensis_180604.final.cds	yHMPu5000038409_candida_broadrunensis_180604.final.gff3	yHMPu5000038409_candida_broadrunensis_180604.final.gtf
Candida_buenavistaensis	yHMPu5000035002_candida_buenavistaensis_160519.haplomerger2.fas	yHMPu5000035002_candida_buenavistaensis_160519.haplomerger2.final.pep	yHMPu5000035002_candida_buenavistaensis_160519.haplomerger2.final.cds	yHMPu5000035002_candida_buenavistaensis_160519.haplomerger2.final.gff3	yHMPu5000035002_candida_buenavistaensis_160519.haplomerger2.final.gtf
Candida_buinensis	yHMPu5000026052_candida_buinensis_201018.fas	yHMPu5000026052_candida_buinensis_201018.final.pep	yHMPu5000026052_candida_buinensis_201018.final.cds	yHMPu5000026052_candida_buinensis_201018.final.gff3	yHMPu5000026052_candida_buinensis_201018.final.gtf
Candida_cabralensis	yHMPu5000038118_candida_cabralensis_170912.haplomerger2.fas	yHMPu5000038118_candida_cabralensis_170912.haplomerger2.final.pep	yHMPu5000038118_candida_cabralensis_170912.haplomerger2.final.cds	yHMPu5000038118_candida_cabralensis_170912.haplomerger2.final.gff3	yHMPu5000038118_candida_cabralensis_170912.haplomerger2.final.gtf
Candida_californica	yHMPu5000035298_candida_californica_170307.haplomerger2.fas	yHMPu5000035298_candida_californica_170307.haplomerger2.final.pep	yHMPu5000035298_candida_californica_170307.haplomerger2.final.cds	yHMPu5000035298_candida_californica_170307.haplomerger2.final.gff3	yHMPu5000035298_candida_californica_170307.haplomerger2.final.gtf
Candida_carvajalis	yHMPu5000037916_candida_carvajalis_180604.fas	yHMPu5000037916_candida_carvajalis_180604.final.pep	yHMPu5000037916_candida_carvajalis_180604.final.cds	yHMPu5000037916_candida_carvajalis_180604.final.gff3	yHMPu5000037916_candida_carvajalis_180604.final.gtf
Candida_caryicola	yHMPu5000035019_candida_caryicola_160519.fas	yHMPu5000035019_candida_caryicola_160519.final.pep	yHMPu5000035019_candida_caryicola_160519.final.cds	yHMPu5000035019_candida_caryicola_160519.final.gff3	yHMPu5000035019_candida_caryicola_160519.final.gtf
Nakaseomyces_castellii	yHMPu5000034724_candida_castellii_180604.fas	yHMPu5000034724_candida_castellii_180604.final.pep	yHMPu5000034724_candida_castellii_180604.final.cds	yHMPu5000034724_candida_castellii_180604.final.gff3	yHMPu5000034724_candida_castellii_180604.final.gtf
Candida_cerambycidarum	yHMPu5000035248_candida_cerambycidarum_160928.fas	yHMPu5000035248_candida_cerambycidarum_160928.final.pep	yHMPu5000035248_candida_cerambycidarum_160928.final.cds	yHMPu5000035248_candida_cerambycidarum_160928.final.gff3	yHMPu5000035248_candida_cerambycidarum_160928.final.gtf
Candida_chanthaburiensis	yHMPu5000038397_candida_chanthaburiensis_170713.fas	yHMPu5000038397_candida_chanthaburiensis_170713.final.pep	yHMPu5000038397_candida_chanthaburiensis_170713.final.cds	yHMPu5000038397_candida_chanthaburiensis_170713.final.gff3	yHMPu5000038397_candida_chanthaburiensis_170713.final.gtf
Candida_chauliodis	yHMPu5000035713_candida_chauliodes_160613.fas	yHMPu5000035713_candida_chauliodes_160613.final.pep	yHMPu5000035713_candida_chauliodes_160613.final.cds	yHMPu5000035713_candida_chauliodes_160613.final.gff3	yHMPu5000035713_candida_chauliodes_160613.final.gtf
Candida_chilensis	yHMPu5000035720_candida_chilensis_160613.fas	yHMPu5000035720_candida_chilensis_160613.final.pep	yHMPu5000035720_candida_chilensis_160613.final.cds	yHMPu5000035720_candida_chilensis_160613.final.gff3	yHMPu5000035720_candida_chilensis_160613.final.gtf
Candida_citri	yHDO585_candida_citri_180604.fas	yHDO585_candida_citri_180604.final.pep	yHDO585_candida_citri_180604.final.cds	yHDO585_candida_citri_180604.final.gff3	yHDO585_candida_citri_180604.final.gtf
Candida_coleopterorum	yHMPu5000037238_candida_coleopterorum_210210.fas	yHMPu5000037238_candida_coleopterorum_210210.final.pep	yHMPu5000037238_candida_coleopterorum_210210.final.cds	yHMPu5000037238_candida_coleopterorum_210210.final.gff3	yHMPu5000037238_candida_coleopterorum_210210.final.gtf
Candida_conglobata	yHMPu5000037914_candida_conglobata_180604.fas	yHMPu5000037914_candida_conglobata_180604.final.pep	yHMPu5000037914_candida_conglobata_180604.final.cds	yHMPu5000037914_candida_conglobata_180604.final.gff3	yHMPu5000037914_candida_conglobata_180604.final.gtf
Candida_coquimbonensis	yHMPu5000038119_candida_coquimbonensis_170912.fas	yHMPu5000038119_candida_coquimbonensis_170912.final.pep	yHMPu5000038119_candida_coquimbonensis_170912.final.cds	yHMPu5000038119_candida_coquimbonensis_170912.final.gff3	yHMPu5000038119_candida_coquimbonensis_170912.final.gtf
Candida_dajiaensis	yHMPu5000038396_candida_dajiaensis_170713.fas	yHMPu5000038396_candida_dajiaensis_170713.final.pep	yHMPu5000038396_candida_dajiaensis_170713.final.cds	yHMPu5000038396_candida_dajiaensis_170713.final.gff3	yHMPu5000038396_candida_dajiaensis_170713.final.gtf
Candida_danieliae	yHMPu5000038395_candida_danieliae_170713.fas	yHMPu5000038395_candida_danieliae_170713.final.pep	yHMPu5000038395_candida_danieliae_170713.final.cds	yHMPu5000038395_candida_danieliae_170713.final.gff3	yHMPu5000038395_candida_danieliae_170713.final.gtf
Candida_dendronema	yHMPu5000037912_candida_dendronema_170912.fas	yHMPu5000037912_candida_dendronema_170912.final.pep	yHMPu5000037912_candida_dendronema_170912.final.cds	yHMPu5000037912_candida_dendronema_170912.final.gff3	yHMPu5000037912_candida_dendronema_170912.final.gtf
Candida_diddensiae	yHMPu5000040933_candida_diddensiae_201018.fas	yHMPu5000040933_candida_diddensiae_201018.final.pep	yHMPu5000040933_candida_diddensiae_201018.final.cds	yHMPu5000040933_candida_diddensiae_201018.final.gff3	yHMPu5000040933_candida_diddensiae_201018.final.gtf
Candida_diospyri	yHMPu5000038393_candida_diospyri_180604.fas	yHMPu5000038393_candida_diospyri_180604.final.pep	yHMPu5000038393_candida_diospyri_180604.final.cds	yHMPu5000038393_candida_diospyri_180604.final.gff3	yHMPu5000038393_candida_diospyri_180604.final.gtf
Candida_dosseyi	yHMPu5000035709_candida_dosseyi_160519.fas	yHMPu5000035709_candida_dosseyi_160519.final.pep	yHMPu5000035709_candida_dosseyi_160519.final.cds	yHMPu5000035709_candida_dosseyi_160519.final.gff3	yHMPu5000035709_candida_dosseyi_160519.final.gtf
Candida_dubliniensis_CD36	candida_dubliniensis.fas	candida_dubliniensis.final.pep	candida_dubliniensis.final.cds	candida_dubliniensis.final.gff3	candida_dubliniensis.final.gtf
Candida_dubliniensis_NRRL_Y-17841	yHMPu5000034991_candida_dubliniensis_190924.haplomerger2.fas	yHMPu5000034991_candida_dubliniensis_190924.haplomerger2.final.pep	yHMPu5000034991_candida_dubliniensis_190924.haplomerger2.final.cds	yHMPu5000034991_candida_dubliniensis_190924.haplomerger2.final.gff3	yHMPu5000034991_candida_dubliniensis_190924.haplomerger2.final.gtf
Candida_duobushaemuli	yHMPu5000034989_candida_duobushaemulonii_160519.fas	yHMPu5000034989_candida_duobushaemulonii_160519.final.pep	yHMPu5000034989_candida_duobushaemulonii_160519.final.cds	yHMPu5000034989_candida_duobushaemulonii_160519.final.gff3	yHMPu5000034989_candida_duobushaemulonii_160519.final.gtf
Candida_easanensis	yHMPu5000026073_candida_easanensis_180604.fas	yHMPu5000026073_candida_easanensis_180604.final.pep	yHMPu5000026073_candida_easanensis_180604.final.cds	yHMPu5000026073_candida_easanensis_180604.final.gff3	yHMPu5000026073_candida_easanensis_180604.final.gtf
Candida_ecuadorensis	yHMPu5000038392_candida_ecuadorensis_170713.fas	yHMPu5000038392_candida_ecuadorensis_170713.final.pep	yHMPu5000038392_candida_ecuadorensis_170713.final.cds	yHMPu5000038392_candida_ecuadorensis_170713.final.gff3	yHMPu5000038392_candida_ecuadorensis_170713.final.gtf
Candida_endomychidarum	yHMPu5000041858_candida_endomychidarum_170713.fas	yHMPu5000041858_candida_endomychidarum_170713.final.pep	yHMPu5000041858_candida_endomychidarum_170713.final.cds	yHMPu5000041858_candida_endomychidarum_170713.final.gff3	yHMPu5000041858_candida_endomychidarum_170713.final.gtf
Candida_entomophila	yHMPu5000035330_candida_entomophila_190924.fas	yHMPu5000035330_candida_entomophila_190924.final.pep	yHMPu5000035330_candida_entomophila_190924.final.cds	yHMPu5000035330_candida_entomophila_190924.final.gff3	yHMPu5000035330_candida_entomophila_190924.final.gtf
Candida_ethanolica	yHMPu5000034619_candida_ethanolica_170307.haplomerger2.fas	yHMPu5000034619_candida_ethanolica_170307.haplomerger2.final.pep	yHMPu5000034619_candida_ethanolica_170307.haplomerger2.final.cds	yHMPu5000034619_candida_ethanolica_170307.haplomerger2.final.gff3	yHMPu5000034619_candida_ethanolica_170307.haplomerger2.final.gtf
Candida_ezoensis	yHMPu5000038390_candida_ezoensis_170713.fas	yHMPu5000038390_candida_ezoensis_170713.final.pep	yHMPu5000038390_candida_ezoensis_170713.final.cds	yHMPu5000038390_candida_ezoensis_170713.final.gff3	yHMPu5000038390_candida_ezoensis_170713.final.gtf
Candida_ficus	yHMPu5000038389_candida_ficus_170713.fas	yHMPu5000038389_candida_ficus_170713.final.pep	yHMPu5000038389_candida_ficus_170713.final.cds	yHMPu5000038389_candida_ficus_170713.final.gff3	yHMPu5000038389_candida_ficus_170713.final.gtf
Candida_flosculorum	yHMPu5000040932_candida_flosculorum_201018.fas	yHMPu5000040932_candida_flosculorum_201018.final.pep	yHMPu5000040932_candida_flosculorum_201018.final.cds	yHMPu5000040932_candida_flosculorum_201018.final.gff3	yHMPu5000040932_candida_flosculorum_201018.final.gtf
Candida_fluviatilis	yHMPu5000035327_candida_fluviatilis_190924.fas	yHMPu5000035327_candida_fluviatilis_190924.final.pep	yHMPu5000035327_candida_fluviatilis_190924.final.cds	yHMPu5000035327_candida_fluviatilis_190924.final.gff3	yHMPu5000035327_candida_fluviatilis_190924.final.gtf
Candida_freyschussii	yHMPu5000034967_candida_freyschussii_160519.fas	yHMPu5000034967_candida_freyschussii_160519.final.pep	yHMPu5000034967_candida_freyschussii_160519.final.cds	yHMPu5000034967_candida_freyschussii_160519.final.gff3	yHMPu5000034967_candida_freyschussii_160519.final.gtf
Candida_friedrichii	yHMPu5000041859_candida_friederichii_160928.fas	yHMPu5000041859_candida_friederichii_160928.final.pep	yHMPu5000041859_candida_friederichii_160928.final.cds	yHMPu5000041859_candida_friederichii_160928.final.gff3	yHMPu5000041859_candida_friederichii_160928.final.gtf
Candida_frijolesensis	yHMPu5000035714_candida_frijolesensis_160519.haplomerger2.fas	yHMPu5000035714_candida_frijolesensis_160519.haplomerger2.final.pep	yHMPu5000035714_candida_frijolesensis_160519.haplomerger2.final.cds	yHMPu5000035714_candida_frijolesensis_160519.haplomerger2.final.gff3	yHMPu5000035714_candida_frijolesensis_160519.haplomerger2.final.gtf
Kodamaea_fukazawae	yHMPu5000037908_candida_fukazawae_180604.fas	yHMPu5000037908_candida_fukazawae_180604.final.pep	yHMPu5000037908_candida_fukazawae_180604.final.cds	yHMPu5000037908_candida_fukazawae_180604.final.gff3	yHMPu5000037908_candida_fukazawae_180604.final.gtf
Kodamaea_fungicola	yHMPu5000037907_candida_fungicola_180604.fas	yHMPu5000037907_candida_fungicola_180604.final.pep	yHMPu5000037907_candida_fungicola_180604.final.cds	yHMPu5000037907_candida_fungicola_180604.final.gff3	yHMPu5000037907_candida_fungicola_180604.final.gtf
Candida_galis	yHMPu5000040931_candida_galis_201018.fas	yHMPu5000040931_candida_galis_201018.final.pep	yHMPu5000040931_candida_galis_201018.final.cds	yHMPu5000040931_candida_galis_201018.final.gff3	yHMPu5000040931_candida_galis_201018.final.gtf
Candida_germanica	yHMPu5000035247_candida_germanica_170912.fas	yHMPu5000035247_candida_germanica_170912.final.pep	yHMPu5000035247_candida_germanica_170912.final.cds	yHMPu5000035247_candida_germanica_170912.final.gff3	yHMPu5000035247_candida_germanica_170912.final.gtf
Crinitomyces_ghanaensis	yHMPu5000035331_candida_ghanaensis_201018.fas	yHMPu5000035331_candida_ghanaensis_201018.final.pep	yHMPu5000035331_candida_ghanaensis_201018.final.cds	yHMPu5000035331_candida_ghanaensis_201018.final.gff3	yHMPu5000035331_candida_ghanaensis_201018.final.gtf
Candida_gigantensis	yHMPu5000035715_candida_gigantensis_160519.haplomerger2.fas	yHMPu5000035715_candida_gigantensis_160519.haplomerger2.final.pep	yHMPu5000035715_candida_gigantensis_160519.haplomerger2.final.cds	yHMPu5000035715_candida_gigantensis_160519.haplomerger2.final.gff3	yHMPu5000035715_candida_gigantensis_160519.haplomerger2.final.gtf
Nakaseomyces_glabratus	yHMPu5000034723_candida_glabrata_180604.fas	yHMPu5000034723_candida_glabrata_180604.final.pep	yHMPu5000034723_candida_glabrata_180604.final.cds	yHMPu5000034723_candida_glabrata_180604.final.gff3	yHMPu5000034723_candida_glabrata_180604.final.gtf
Candida_glaebosa	yHMPu5000034656_candida_glaebosa_170307.fas	yHMPu5000034656_candida_glaebosa_170307.final.pep	yHMPu5000034656_candida_glaebosa_170307.final.cds	yHMPu5000034656_candida_glaebosa_170307.final.gff3	yHMPu5000034656_candida_glaebosa_170307.final.gtf
Candida_glucosophila	yHMPu5000037906_candida_glucosophila_180604.fas	yHMPu5000037906_candida_glucosophila_180604.final.pep	yHMPu5000037906_candida_glucosophila_180604.final.cds	yHMPu5000037906_candida_glucosophila_180604.final.gff3	yHMPu5000037906_candida_glucosophila_180604.final.gtf
Candida_golubevii	yHMPu5000041862_candida_golubevii_170307.fas	yHMPu5000041862_candida_golubevii_170307.final.pep	yHMPu5000041862_candida_golubevii_170307.final.cds	yHMPu5000041862_candida_golubevii_170307.final.gff3	yHMPu5000041862_candida_golubevii_170307.final.gtf
Candida_gorgasii	yHMPu5000041863_candida_gorgasii_160928.fas	yHMPu5000041863_candida_gorgasii_160928.final.pep	yHMPu5000041863_candida_gorgasii_160928.final.cds	yHMPu5000041863_candida_gorgasii_160928.final.gff3	yHMPu5000041863_candida_gorgasii_160928.final.gtf
Candida_haemuli	yHMPu5000038120_candida_haemulonii_170912.fas	yHMPu5000038120_candida_haemulonii_170912.final.pep	yHMPu5000038120_candida_haemulonii_170912.final.cds	yHMPu5000038120_candida_haemulonii_170912.final.gff3	yHMPu5000038120_candida_haemulonii_170912.final.gtf
Candida_hainanensis	yHMPu5000041864_candida_hainanensis_170713.fas	yHMPu5000041864_candida_hainanensis_170713.final.pep	yHMPu5000041864_candida_hainanensis_170713.final.cds	yHMPu5000041864_candida_hainanensis_170713.final.gff3	yHMPu5000041864_candida_hainanensis_170713.final.gtf
Candida_heveicola	yHMPu5000035707_candida_heveicola_160519.fas	yHMPu5000035707_candida_heveicola_160519.final.pep	yHMPu5000035707_candida_heveicola_160519.final.cds	yHMPu5000035707_candida_heveicola_160519.final.gff3	yHMPu5000035707_candida_heveicola_160519.final.gtf
Candida_hispaniensis	yHMPu5000035633_candida_hispaniensis_180604.fas	yHMPu5000035633_candida_hispaniensis_180604.final.pep	yHMPu5000035633_candida_hispaniensis_180604.final.cds	yHMPu5000035633_candida_hispaniensis_180604.final.gff3	yHMPu5000035633_candida_hispaniensis_180604.final.gtf
Kodamaea_hsintzibuensis	yHMPu5000040930_candida_hsintzibuensis_201018.fas	yHMPu5000040930_candida_hsintzibuensis_201018.final.pep	yHMPu5000040930_candida_hsintzibuensis_201018.final.cds	yHMPu5000040930_candida_hsintzibuensis_201018.final.gff3	yHMPu5000040930_candida_hsintzibuensis_201018.final.gtf
Candida_hungchunana	yHMPu5000038121_candida_hungchunana_170912.fas	yHMPu5000038121_candida_hungchunana_170912.final.pep	yHMPu5000038121_candida_hungchunana_170912.final.cds	yHMPu5000038121_candida_hungchunana_170912.final.gff3	yHMPu5000038121_candida_hungchunana_170912.final.gtf
Candida_incommunis	yHMPu5000035244_candida_incommunis_160928.fas	yHMPu5000035244_candida_incommunis_160928.final.pep	yHMPu5000035244_candida_incommunis_160928.final.cds	yHMPu5000035244_candida_incommunis_160928.final.gff3	yHMPu5000035244_candida_incommunis_160928.final.gtf
Candida_inconspicua	yHMPu5000038388_candida_inconspicua_170713.fas	yHMPu5000038388_candida_inconspicua_170713.final.pep	yHMPu5000038388_candida_inconspicua_170713.final.cds	yHMPu5000038388_candida_inconspicua_170713.final.gff3	yHMPu5000038388_candida_inconspicua_170713.final.gtf
Candida_insectalens	yHMPu5000035332_candida_insectalens_201018.fas	yHMPu5000035332_candida_insectalens_201018.final.pep	yHMPu5000035332_candida_insectalens_201018.final.cds	yHMPu5000035332_candida_insectalens_201018.final.gff3	yHMPu5000035332_candida_insectalens_201018.final.gtf
Candida_insectorum	yHMPu5000035246_candida_insectorum_160928.fas	yHMPu5000035246_candida_insectorum_160928.final.pep	yHMPu5000035246_candida_insectorum_160928.final.cds	yHMPu5000035246_candida_insectorum_160928.final.gff3	yHMPu5000035246_candida_insectorum_160928.final.gtf
Candida_intermedia	yHMPu5000034987_candida_intermedia_160519.fas	yHMPu5000034987_candida_intermedia_160519.final.pep	yHMPu5000034987_candida_intermedia_160519.final.cds	yHMPu5000034987_candida_intermedia_160519.final.gff3	yHMPu5000034987_candida_intermedia_160519.final.gtf
Candida_inulinophila	yHMPu5000038387_candida_inulinophila_170713.fas	yHMPu5000038387_candida_inulinophila_170713.final.pep	yHMPu5000038387_candida_inulinophila_170713.final.cds	yHMPu5000038387_candida_inulinophila_170713.final.gff3	yHMPu5000038387_candida_inulinophila_170713.final.gtf
Candida_jaroonii	yHMPu5000037895_candida_jaroonii_180604.fas	yHMPu5000037895_candida_jaroonii_180604.final.pep	yHMPu5000037895_candida_jaroonii_180604.final.cds	yHMPu5000037895_candida_jaroonii_180604.final.gff3	yHMPu5000037895_candida_jaroonii_180604.final.gtf
Candida_jianshihensis	yHMPu5000038386_candida_jianshihensis_170713.haplomerger2.fas	yHMPu5000038386_candida_jianshihensis_170713.haplomerger2.final.pep	yHMPu5000038386_candida_jianshihensis_170713.haplomerger2.final.cds	yHMPu5000038386_candida_jianshihensis_170713.haplomerger2.final.gff3	yHMPu5000038386_candida_jianshihensis_170713.haplomerger2.final.gtf
Candida_jiufengensis	yHMPu5000038374_candida_jiufengensis_170713.fas	yHMPu5000038374_candida_jiufengensis_170713.final.pep	yHMPu5000038374_candida_jiufengensis_170713.final.cds	yHMPu5000038374_candida_jiufengensis_170713.final.gff3	yHMPu5000038374_candida_jiufengensis_170713.final.gtf
Candida_kanchanaburiensis	yHMPu5000037896_candida_kanchanaburiensis_180604.fas	yHMPu5000037896_candida_kanchanaburiensis_180604.final.pep	yHMPu5000037896_candida_kanchanaburiensis_180604.final.cds	yHMPu5000037896_candida_kanchanaburiensis_180604.final.gff3	yHMPu5000037896_candida_kanchanaburiensis_180604.final.gtf
Kodamaea_kaohsiungensis	yHMPu5000038109_candida_kaohsiungensis_170912.fas	yHMPu5000038109_candida_kaohsiungensis_170912.final.pep	yHMPu5000038109_candida_kaohsiungensis_170912.final.cds	yHMPu5000038109_candida_kaohsiungensis_170912.final.gff3	yHMPu5000038109_candida_kaohsiungensis_170912.final.gtf
Candida_konsanensis	yHMPu5000040919_candida_konsanensis_201018.fas	yHMPu5000040919_candida_konsanensis_201018.final.pep	yHMPu5000040919_candida_konsanensis_201018.final.cds	yHMPu5000040919_candida_konsanensis_201018.final.gff3	yHMPu5000040919_candida_konsanensis_201018.final.gtf
Candida_koratica	yHMPu5000037899_candida_koratica_180604.fas	yHMPu5000037899_candida_koratica_180604.final.pep	yHMPu5000037899_candida_koratica_180604.final.cds	yHMPu5000037899_candida_koratica_180604.final.gff3	yHMPu5000037899_candida_koratica_180604.final.gtf
Candida_krabiensis	yHMPu5000041851_candida_krabiensis_160928.fas	yHMPu5000041851_candida_krabiensis_160928.final.pep	yHMPu5000041851_candida_krabiensis_160928.final.cds	yHMPu5000041851_candida_krabiensis_160928.final.gff3	yHMPu5000041851_candida_krabiensis_160928.final.gtf
Nakaseomyces_kungkrabaensis	yHMPu5000034722_candida_kungkrabaensis_180604.fas	yHMPu5000034722_candida_kungkrabaensis_180604.final.pep	yHMPu5000034722_candida_kungkrabaensis_180604.final.cds	yHMPu5000034722_candida_kungkrabaensis_180604.final.gff3	yHMPu5000034722_candida_kungkrabaensis_180604.final.gtf
