assembly_fullID_updated	Tip_ID	assembly_fullID_updated_kegg	assembly_fullID_updated_OG	Tip_ID_v2	FINAL_Tip_ID	DanaKegg
yHDO603_zygosaccharomyces_sapae_190924.haplomerger2	Zygosaccharomyces_sapae_CBS12607	yHDO603_zygosaccharomyces_sapae_190924	yHDO603_zygosaccharomyces_sapae_190924.haplomerger2	Zygosaccharomyces_sapae	Zygosaccharomyces_sapae	yHDO603_zygosaccharomyces_sapae_190924
yHDR128_Nakazawaea_sp_nov_plate34_PLATANUS	Nakazawaea_sp._yHDR128	yHDR128_Nakazawaea_sp_nov_plate34_PLATANUS	yHDR128_Nakazawaea_sp_nov_plate34_PLATANUS	Nakazawaea_sp._yHDR128	Nakazawaea_sp._yHDR128	yHDR128_Nakazawaea_sp_nov_plate34_PLATANUS
yHJFW83_myxozyma_geophila_210210	Myxozyma_geophila_CBS7219	yHJFW83_myxozyma_geophila_210210	yHJFW83_myxozyma_geophila_210210	Myxozyma_geophila	Myxozyma_geophila	yHJFW83_myxozyma_geophila_210210
yHJFW85_myxozyma_melbiosi_210210	Myxozyma_melibiosi_CBS2102	yHJFW85_myxozyma_melbiosi_210210	yHJFW85_myxozyma_melbiosi_210210	Myxozyma_melibiosi	Myxozyma_melibiosi	yHJFW85_myxozyma_melbiosi_210210
yHJFW87_myxozyma_nipponensis_210210	Myxozyma_nipponensis_NRRLY-27625	yHJFW87_myxozyma_nipponensis_210210	yHJFW87_myxozyma_nipponensis_210210	Myxozyma_nipponensis	Myxozyma_nipponensis	yHJFW87_myxozyma_nipponensis_210210
yHKB15_Yamadazyma_sp_nov_plate33_SPADES	Yamadazyma_sp._yHKB15	yHKB15_Yamadazyma_sp_nov_plate33_SPADES	yHKB15_Yamadazyma_sp_nov_plate33_SPADES	Yamadazyma_sp._yHKB15	Yamadazyma_sp._yHKB15	yHKB15_Yamadazyma_sp_nov_plate33_SPADES
yHKB289_Vanderwaltozyma_sp_nov_plate33_SPADES	Vanderwaltozyma_sp_nov._yHKB289	yHKB289_Vanderwaltozyma_sp_nov_plate33_SPADES	yHKB289_Vanderwaltozyma_sp_nov_plate33_SPADES	Vanderwaltozyma_sp._yHKB289	Vanderwaltozyma_sp._yHKB289	yHKB289_Vanderwaltozyma_sp_nov_plate33_SPADES
yHKB357_New_Genus_SPADES	New_sp._yHKB357	yHKB357_New_Genus_SPADES	yHKB357_New_Genus_SPADES	Candida_sp._yHKB357	Candida_sp._yHKB357	yHKB357_New_Genus_SPADES
yHKB443_Metschnikowia_sp_nov_plate33_SPADES	Metschnikowia_sp._yHKB443	yHKB443_Metschnikowia_sp_nov_plate33_SPADES	yHKB443_Metschnikowia_sp_nov_plate33_SPADES	Metschnikowia_sp._yHKB443	Metschnikowia_sp._yHKB443	yHKB443_Metschnikowia_sp_nov_plate33_SPADES
yHKS168_Pichia_sp_nov_plate33_PLATANUS	Pichia_sp._yHKS168	yHKS168_Pichia_sp_nov_plate33_PLATANUS	yHKS168_Pichia_sp_nov_plate33_PLATANUS	Pichia_sp._yHKS168	Pichia_sp._yHKS168	yHKS168_Pichia_sp_nov_plate33_PLATANUS
yHKS545_Nakazawaea_sp_nov_plate33_PLATANUS	Nakazawaea_sp._yHKS545	yHKS545_Nakazawaea_sp_nov_plate33_PLATANUS	yHKS545_Nakazawaea_sp_nov_plate33_PLATANUS	Nakazawaea_sp._yHKS545	Nakazawaea_sp._yHKS545	yHKS545_Nakazawaea_sp_nov_plate33_PLATANUS
yHKS617_Sugiyamaella_sp_nov_plate33_SPADES	Sugiyamaella_sp._yHKS617	yHKS617_Sugiyamaella_sp_nov_plate33_SPADES	yHKS617_Sugiyamaella_sp_nov_plate33_SPADES	Sugiyamaella_sp._yHKS617	Sugiyamaella_sp._yHKS617	yHKS617_Sugiyamaella_sp_nov_plate33_SPADES
yHKS641_Suhomyces_sp_nov_plate33_SPADES	Suhomyces_sp._yHKS641	yHKS641_Suhomyces_sp_nov_plate33_SPADES	yHKS641_Suhomyces_sp_nov_plate33_SPADES	Suhomyces_sp._yHKS641	Suhomyces_sp._yHKS641	yHKS641_Suhomyces_sp_nov_plate33_SPADES
yHKS699_Yamadazyma_sp_nov_plate33_SPADES	Yamadazyma_sp._yHKS699	yHKS699_Yamadazyma_sp_nov_plate33_SPADES	yHKS699_Yamadazyma_sp_nov_plate33_SPADES	Yamadazyma_sp._yHKS699	Yamadazyma_sp._yHKS699	yHKS699_Yamadazyma_sp_nov_plate33_SPADES
yHMH26_Wickerhamomyces_sp_nov_plate34_DISCOVAR	Wickerhamomyces_sp._yHMH26	yHMH26_Wickerhamomyces_sp_nov_plate34_DISCOVAR	yHMH26_Wickerhamomyces_sp_nov_plate34_DISCOVAR	Wickerhamomyces_sp._yHMH26	Wickerhamomyces_sp._yHMH26	yHMH26_Wickerhamomyces_sp_nov_plate34_DISCOVAR
yHMH393_Yamadazyma_sp_nov_plate33_MASURCA	Yamadazyma_sp._yHMH393	yHMH393_Yamadazyma_sp_nov_plate33_MASURCA	yHMH393_Yamadazyma_sp_nov_plate33_MASURCA	Yamadazyma_sp._yHMH393	Yamadazyma_sp._yHMH393	yHMH393_Yamadazyma_sp_nov_plate33_MASURCA
yHMH407_Schwanniomyces_sp_nov_plate33_DISCOVAR	Candida_sp._yHMH407	yHMH407_Schwanniomyces_sp_nov_plate33_DISCOVAR	yHMH407_Schwanniomyces_sp_nov_plate33_DISCOVAR	Schwanniomyces_sp._yHMH407	Schwanniomyces_sp._yHMH407	yHMH407_Schwanniomyces_sp_nov_plate33_DISCOVAR
yHMH443_Groenewaldozyma_sp_nov_plate33_SPADES	Candida_sp._yHMH443	yHMH443_Groenewaldozyma_sp_nov_plate33_SPADES	yHMH443_Groenewaldozyma_sp_nov_plate33_SPADES	Groenewaldozyma_sp._yHMH443	Groenewaldozyma_sp._yHMH443	yHMH443_Groenewaldozyma_sp_nov_plate33_SPADES
yHMH446_Pichia_sp_nov_plate33_SPADES	Pichia_sp._yHMH446	yHMH446_Pichia_sp_nov_plate33_SPADES	yHMH446_Pichia_sp_nov_plate33_SPADES	Pichia_sp._yHMH446	Pichia_galeolata	yHMH446_Pichia_sp_nov_plate33_SPADES
yHMH451_Wickerhamomyces_sp_nov_plate33_PLATANUS	Wickerhamomyces_sp._yHMH451	yHMH451_Wickerhamomyces_sp_nov_plate33_PLATANUS	yHMH451_Wickerhamomyces_sp_nov_plate33_PLATANUS	Wickerhamomyces_sp._yHMH451	Wickerhamomyces_sp._yHMH451	yHMH451_Wickerhamomyces_sp_nov_plate33_PLATANUS
yHMH580_Suhomyces_sp_nov_plate33_SPADES	Suhomyces_sp._yHMH580	yHMH580_Suhomyces_sp_nov_plate33_SPADES	yHMH580_Suhomyces_sp_nov_plate33_SPADES	Suhomyces_sp._yHMH580	Suhomyces_sp._yHMH580	yHMH580_Suhomyces_sp_nov_plate33_SPADES
yHMH617_Wickerhamomyces_sp_nov_plate34_PLATANUS	Wickerhamomyces_sp._yHMH617	yHMH617_Wickerhamomyces_sp_nov_plate34_PLATANUS	yHMH617_Wickerhamomyces_sp_nov_plate34_PLATANUS	Wickerhamomyces_sp._yHMH617	Wickerhamomyces_sp._yHMH617	yHMH617_Wickerhamomyces_sp_nov_plate34_PLATANUS
yHMH660_Kluyveromyces_sp_nov_plate33_SPADES	Kluyveromyces_sp._yHMH660	yHMH660_Kluyveromyces_sp_nov_plate33_SPADES	yHMH660_Kluyveromyces_sp_nov_plate33_SPADES	Kluyveromyces_sp._yHMH660	Kluyveromyces_sp._yHMH660	yHMH660_Kluyveromyces_sp_nov_plate33_SPADES
yHMH685_Yamadazyma_sp_nov_plate33_DISCOVAR	Yamadazyma_sp._yHMH685	yHMH685_Yamadazyma_sp_nov_plate33_DISCOVAR	yHMH685_Yamadazyma_sp_nov_plate33_DISCOVAR	Yamadazyma_sp._yHMH685	Yamadazyma_sp._yHMH685	yHMH685_Yamadazyma_sp_nov_plate33_DISCOVAR
yHMJ1_Ogataea_sp_nov_plate33_PLATANUS	Ogataea_sp._yHMJ1	yHMJ1_Ogataea_sp_nov_plate33_PLATANUS	yHMJ1_Ogataea_sp_nov_plate33_PLATANUS	Ogataea_sp._yHMJ1	Ogataea_sp._yHMJ1	yHMJ1_Ogataea_sp_nov_plate33_PLATANUS
yHMJ407_Torulaspora_sp_nov_plate34_SPADES	Torulaspora_sp._yHMJ407	yHMJ407_Torulaspora_sp_nov_plate34_SPADES	yHMJ407_Torulaspora_sp_nov_plate34_SPADES	Torulaspora_sp._yHMJ407	Torulaspora_sp._yHMJ407	yHMJ407_Torulaspora_sp_nov_plate34_SPADES
yHMJ9_Metschnikowia_sp_nov_plate34_DISCOVAR	Metschnikowia_sp._yHMJ9	yHMJ9_Metschnikowia_sp_nov_plate34_DISCOVAR	yHMJ9_Metschnikowia_sp_nov_plate34_DISCOVAR	Metschnikowia_sp._yHJM9	Metschnikowia_sp._yHJM9	yHMJ9_Metschnikowia_sp_nov_plate34_DISCOVAR
yHMPu5000026050_yamadazyma_endophytica_170912	Yamadazyma_endophytica_CBS14163	yHMPu5000026050_yamadazyma_endophytica_170912	yHMPu5000026050_yamadazyma_endophytica_170912	Yamadazyma_endophytica	Yamadazyma_endophytica	yHMPu5000026050_yamadazyma_endophytica_170912
yHMPu5000026052_candida_buinensis_201018	Candida_buinensis_CBS6796	yHMPu5000026052_candida_buinensis_201018	yHMPu5000026052_candida_buinensis_201018	Candida_buinensis	Candida_buinensis	yHMPu5000026052_candida_buinensis_201018
yHMPu5000026054_candida_pseudorugosa_170713	Diutina_pseudorugosa__CBS10433	yHMPu5000026054_candida_pseudorugosa_170713	yHMPu5000026054_candida_pseudorugosa_170713	Diutina_pseudorugosa	Diutina_pseudorugosa	yHMPu5000026054_candida_pseudorugosa_170713
yHMPu5000026055_diutina_siamensis_170912	Diutina_siamensis_CBS13388	yHMPu5000026055_diutina_siamensis_170912	yHMPu5000026055_diutina_siamensis_170912	Diutina_siamensis	Diutina_siamensis	yHMPu5000026055_diutina_siamensis_170912
yHMPu5000026056_candida_railenensis_201018	Candida_railenensis_CBS8164	yHMPu5000026056_candida_railenensis_201018	yHMPu5000026056_candida_railenensis_201018	Candida_railenensis	Candida_railenensis	yHMPu5000026056_candida_railenensis_201018
yHMPu5000026068_kregervanrija_pseudodelftensis_170713	Kregervanrija_pseudodelftensis_CBS10105	yHMPu5000026068_kregervanrija_pseudodelftensis_170713	yHMPu5000026068_kregervanrija_pseudodelftensis_170713	Kregervanrija_pseudodelftensis	Kregervanrija_pseudodelftensis	yHMPu5000026068_kregervanrija_pseudodelftensis_170713
yHMPu5000026071_candida_songkhlaensis_170912	Candida_songkhlaensis_NBRC103214	yHMPu5000026071_candida_songkhlaensis_170912	yHMPu5000026071_candida_songkhlaensis_170912	Candida_songkhlaensis	Candida_songkhlaensis	yHMPu5000026071_candida_songkhlaensis_170912
yHMPu5000026072_geotrichum_klebahnii_190924	Dipodascus_klebahnii_CBS179.3	yHMPu5000026072_geotrichum_klebahnii_190924	yHMPu5000026072_geotrichum_klebahnii_190924	Dipodascus_klebahnii	Dipodascus_klebahnii	yHMPu5000026072_geotrichum_klebahnii_190924
yHMPu5000026073_candida_easanensis_180604	Candida_easanensis_JCM12476	yHMPu5000026073_candida_easanensis_180604	yHMPu5000026073_candida_easanensis_180604	Candida_easanensis	Candida_easanensis	yHMPu5000026073_candida_easanensis_180604
yHMPu5000026090_wickerhamiella_nectarea_210210	Wickerhamiella_nectarea_CBS14162	yHMPu5000026090_wickerhamiella_nectarea_210210	yHMPu5000026090_wickerhamiella_nectarea_210210	Wickerhamiella_nectarea	Wickerhamiella_nectarea	yHMPu5000026090_wickerhamiella_nectarea_210210
yHMPu5000026105_candida_digboiensis_210210_SPADES.haplomerger2	Candida_digboiensis_CBS9800	yHMPu5000026105_candida_digboiensis_210210_SPADES	yHMPu5000026105_candida_digboiensis_210210_SPADES.haplomerger2	Candida_digboiensis	Candida_digboiensis	yHMPu5000026105_candida_digboiensis_210210_SPADES
yHMPu5000026114_candida_tibetensis_210210	Candida_tibetensis_CBS10298	yHMPu5000026114_candida_tibetensis_210210	yHMPu5000026114_candida_tibetensis_210210	Candida_tibetensis	Candida_tibetensis	yHMPu5000026114_candida_tibetensis_210210
yHMPu5000026117_alloascoidea_hylecoeti_180604	Alloascoidea_hylecoeti_CBS355.8	yHMPu5000026117_alloascoidea_hylecoeti_180604	yHMPu5000026117_alloascoidea_hylecoeti_180604	Alloascoidea_hylecoeti_NRRL_Y-17703	Alloascoidea_hylecoeti_NRRL_Y-17703	yHMPu5000026117_alloascoidea_hylecoeti_180604
yHMPu5000026124_ogataea_henricii_160519	Ogataea_henricii_CBS5765	yHMPu5000026124_ogataea_henricii_160519	yHMPu5000026124_ogataea_henricii_160519	Ogataea_henricii	Ogataea_henricii	yHMPu5000026124_ogataea_henricii_160519
yHMPu5000026127_nakaseomyces_delphensis_160519	Nakaseomyces_delphensis_CBS2170	yHMPu5000026127_nakaseomyces_delphensis_160519	yHMPu5000026127_nakaseomyces_delphensis_160519	Nakaseomyces_delphensis	Nakaseomyces_delphensis	yHMPu5000026127_nakaseomyces_delphensis_160519
yHMPu5000026130_galactomyces_reessii_190924	Galactomyces_reessii_CBS179.6	yHMPu5000026130_galactomyces_reessii_190924	yHMPu5000026130_galactomyces_reessii_190924	Galactomyces_reessii	Galactomyces_reessii	yHMPu5000026130_galactomyces_reessii_190924
yHMPu5000026137_ambrosiozyma_ambrosiae_160519	Ambrosiozyma_ambrosiae_CBS6003	yHMPu5000026137_ambrosiozyma_ambrosiae_160519	yHMPu5000026137_ambrosiozyma_ambrosiae_160519	Ambrosiozyma_platypodis_NRRL_Y-7524	Ambrosiozyma_ambrosiae	yHMPu5000026137_ambrosiozyma_ambrosiae_160519
yHMPu5000026142_citeromyces_matritensis_160519.haplomerger2	Citeromyces_matritensis_CBS2764	yHMPu5000026142_citeromyces_matritensis_160519	yHMPu5000026142_citeromyces_matritensis_160519.haplomerger2	Citeromyces_matritensis	Citeromyces_matritensis	yHMPu5000026142_citeromyces_matritensis_160519
yHMPu5000026143_candida_methanosorbosa_160519	Candida_methanosorbosa_CBS7029	yHMPu5000026143_candida_methanosorbosa_160519	yHMPu5000026143_candida_methanosorbosa_160519	Candida_methanosorbosa	Candida_methanosorbosa	yHMPu5000026143_candida_methanosorbosa_160519
yHMPu5000026145_ambrosiozyma_vanderkliftii_160519	Ambrosiozyma_vanderkliftii_CBS10905	yHMPu5000026145_ambrosiozyma_vanderkliftii_160519	yHMPu5000026145_ambrosiozyma_vanderkliftii_160519	Ambrosiozyma_vanderkliftii	Ambrosiozyma_vanderkliftii	yHMPu5000026145_ambrosiozyma_vanderkliftii_160519
yHMPu5000026147_hanseniaspora_vineae_190924.haplomerger2	Hanseniaspora_vineae_CBS2171	yHMPu5000026147_hanseniaspora_vineae_190924	yHMPu5000026147_hanseniaspora_vineae_190924.haplomerger2	Hanseniaspora_vineae	Hanseniaspora_vineae	yHMPu5000026147_hanseniaspora_vineae_190924
yHMPu5000026150_trichomonascus_petasosporus_180604	Trichomonascus_petasosporus_CBS9602	yHMPu5000026150_trichomonascus_petasosporus_180604	yHMPu5000026150_trichomonascus_petasosporus_180604	Trichomonascus_petasosporus	Trichomonascus_petasosporus	yHMPu5000026150_trichomonascus_petasosporus_180604
yHMPu5000026152_Torulaspora_franciscae_SPADES	Torulaspora_franciscae_CBS2926	yHMPu5000026152_Torulaspora_franciscae_SPADES	yHMPu5000026152_Torulaspora_franciscae_SPADES	Torulaspora_franciscae	Torulaspora_franciscae	yHMPu5000026152_Torulaspora_franciscae_SPADES
yHMPu5000026157_candida_sp_170713	Wickerhamomyces_sp._NRRLY-7574	yHMPu5000026157_candida_sp_170713	yHMPu5000026157_candida_sp_170713	Wickerhamomyces_sp._NRRL_Y-7574	Wickerhamomyces_sp._NRRL_Y-7574	yHMPu5000026157_candida_sp_170713
yHMPu5000026167_candida_pignaliae_201018	Candida_pignaliae_CBS6071	yHMPu5000026167_candida_pignaliae_201018	yHMPu5000026167_candida_pignaliae_201018	Candida_pignaliae	Candida_pignaliae	yHMPu5000026167_candida_pignaliae_201018
yHMPu5000026170_wickerhamomyces_silvicola_170307.haplomerger2	Wickerhamomyces_silvicola_CBS1705	yHMPu5000026170_wickerhamomyces_silvicola_170307	yHMPu5000026170_wickerhamomyces_silvicola_170307.haplomerger2	Wickerhamomyces_silvicola	Wickerhamomyces_silvicola	yHMPu5000026170_wickerhamomyces_silvicola_170307
yHMPu5000026177_ogataea_parapolymorpha_160519	Ogataea_parapolymorpha_CBS12304	yHMPu5000026177_ogataea_parapolymorpha_160519	yHMPu5000026177_ogataea_parapolymorpha_160519	Ogataea_parapolymorpha_NRRL_YB-1982	Ogataea_parapolymorpha_NRRL_YB-1982	yHMPu5000026177_ogataea_parapolymorpha_160519
yHMPu5000026190_ogataea_sp_160519	Ogataea_sp._CBS4108	yHMPu5000026190_ogataea_sp_160519	yHMPu5000026190_ogataea_sp_160519	Ogataea_sp._NRRL_YB-2437	Ogataea_sp._NRRL_YB-2437	yHMPu5000026190_ogataea_sp_160519
yHMPu5000026197_brettanomyces_custersianus_160519	Brettanomyces_custersianus_CBS4805	yHMPu5000026197_brettanomyces_custersianus_160519	yHMPu5000026197_brettanomyces_custersianus_160519	Brettanomyces_custersianus	Brettanomyces_custersianus	yHMPu5000026197_brettanomyces_custersianus_160519
yHMPu5000026208_pichia_pseudocactophila_170307.haplomerger2	Pichia_pseudocactophila_CBS6929	yHMPu5000026208_pichia_pseudocactophila_170307	yHMPu5000026208_pichia_pseudocactophila_170307.haplomerger2	Pichia_pseudocactophila	Pichia_pseudocactophila	yHMPu5000026208_pichia_pseudocactophila_170307
yHMPu5000026219_lachancea_waltii_180604	Lachancea_waltii_CBS6430	yHMPu5000026219_lachancea_waltii_180604	yHMPu5000026219_lachancea_waltii_180604	Lachancea_waltii	Lachancea_waltii	yHMPu5000026219_lachancea_waltii_180604
yHMPu5000026239_blastobotrys_buckinghamii_201018	Blastobotrys_buckinghamii_CBS13900	yHMPu5000026239_blastobotrys_buckinghamii_201018	yHMPu5000026239_blastobotrys_buckinghamii_201018	Blastobotrys_buckinghamii	Blastobotrys_buckinghamii	yHMPu5000026239_blastobotrys_buckinghamii_201018
yHMPu5000026240_myxozyma_neglecta_201018	Myxozyma_neglecta_CBS7058	yHMPu5000026240_myxozyma_neglecta_201018	yHMPu5000026240_myxozyma_neglecta_201018	Myxozyma_neglecta	Myxozyma_neglecta	yHMPu5000026240_myxozyma_neglecta_201018
yHMPu5000026256_zygotorulaspora_mrakii_170307	Zygotorulaspora_mrakii_CBS4218	yHMPu5000026256_zygotorulaspora_mrakii_170307	yHMPu5000026256_zygotorulaspora_mrakii_170307	Zygotorulaspora_mrakii	Zygotorulaspora_mrakii	yHMPu5000026256_zygotorulaspora_mrakii_170307
yHMPu5000026257_vanderwaltozyma_tropicalis_190924	Vanderwaltozyma_tropicalis_CBS11575	yHMPu5000026257_vanderwaltozyma_tropicalis_190924	yHMPu5000026257_vanderwaltozyma_tropicalis_190924	Vanderwaltozyma_tropicalis	Vanderwaltozyma_tropicalis	yHMPu5000026257_vanderwaltozyma_tropicalis_190924
yHMPu5000026270_Candida_sp._SPAdes	Candida_sp_nov._CBS7089	yHMPu5000026270_Candida_sp_SPAdes	yHMPu5000026270_Candida_sp._SPAdes	Candida_sp._NRRL_Y-12764	Candida_sp._NRRL_Y-12764	yHMPu5000026270_Candida_sp
yHMPu5000026273_kodamaea_nitidulidarum_170307	Kodamaea_nitidulidarum_CBS8491	yHMPu5000026273_kodamaea_nitidulidarum_170307	yHMPu5000026273_kodamaea_nitidulidarum_170307	Kodamaea_nitidulidarum	Kodamaea_nitidulidarum	yHMPu5000026273_kodamaea_nitidulidarum_170307
yHMPu5000026274_komagataella_populi_160519	Komagataella_populi_CBS12362	yHMPu5000026274_komagataella_populi_160519	yHMPu5000026274_komagataella_populi_160519	Komagataella_populi	Komagataella_populi	yHMPu5000026274_komagataella_populi_160519
yHMPu5000026279_Ambrosiozyma_monospora_SPADES	Ambrosiozyma_monospora_CBS2554	yHMPu5000026279_Ambrosiozyma_monospora_SPADES	yHMPu5000026279_Ambrosiozyma_monospora_SPADES	Ambrosiozyma_monospora	Ambrosiozyma_monospora	yHMPu5000026279_Ambrosiozyma_monospora_SPADES
yHMPu5000026280_Ambrosiozyma_cicatricosa_S52_SPADES	Ambrosiozyma_cicatricosa_CBS6167	yHMPu5000026280_Ambrosiozyma_cicatricosa_S52_SPADES	yHMPu5000026280_Ambrosiozyma_cicatricosa_S52_SPADES	Ambrosiozyma_cicatricosa	Ambrosiozyma_cicatricosa	yHMPu5000026280_Ambrosiozyma_cicatricosa_S52_SPADES
yHMPu5000026282_saccharomycodes_ludwigii_190924	Saccharomycodes_ludwigii_CBS821	yHMPu5000026282_saccharomycodes_ludwigii_190924	yHMPu5000026282_saccharomycodes_ludwigii_190924	Saccharomycodes_ludwigii	Saccharomycodes_ludwigii	yHMPu5000026282_saccharomycodes_ludwigii_190924
yHMPu5000026296_candida_bombi_180604	Starmerella_bombi_CBS5836	yHMPu5000026296_candida_bombi_180604	yHMPu5000026296_candida_bombi_180604	Starmerella_bombi	Starmerella_bombi	yHMPu5000026296_candida_bombi_180604
yHMPu5000034571_tortispora_mauiana_190924	Tortispora_mauiana_CBS12803	yHMPu5000034571_tortispora_mauiana_190924	yHMPu5000034571_tortispora_mauiana_190924	Tortispora_mauiana	Tortispora_mauiana	yHMPu5000034571_tortispora_mauiana_190924
yHMPu5000034572_tortispora_caseinolytica_180604	Tortispora_caseinolytica_CBS7781	yHMPu5000034572_tortispora_caseinolytica_180604	yHMPu5000034572_tortispora_caseinolytica_180604	Tortispora_caseinolytica	Tortispora_caseinolytica	yHMPu5000034572_tortispora_caseinolytica_180604
yHMPu5000034573_sugiyamaella_valdiviana_180604	Sugiyamaella_valdiviana_CBS5721	yHMPu5000034573_sugiyamaella_valdiviana_180604	yHMPu5000034573_sugiyamaella_valdiviana_180604	Sugiyamaella_valdiviana	Sugiyamaella_valdiviana	yHMPu5000034573_sugiyamaella_valdiviana_180604
yHMPu5000034574_sugiyamaella_smithiae_180604	Sugiyamaella_smithiae_CBS7522.2	yHMPu5000034574_sugiyamaella_smithiae_180604	yHMPu5000034574_sugiyamaella_smithiae_180604	Sugiyamaella_smithiae	Sugiyamaella_smithiae	yHMPu5000034574_sugiyamaella_smithiae_180604
yHMPu5000034575_sugiyamaella_paludigena_180604	Sugiyamaella_paludigena_CBS8005	yHMPu5000034575_sugiyamaella_paludigena_180604	yHMPu5000034575_sugiyamaella_paludigena_180604	Sugiyamaella_paludigena	Sugiyamaella_paludigena	yHMPu5000034575_sugiyamaella_paludigena_180604
yHMPu5000034576_sugiyamaella_neomexicana_180604	Sugiyamaella_neomexicana_CBS10349	yHMPu5000034576_sugiyamaella_neomexicana_180604	yHMPu5000034576_sugiyamaella_neomexicana_180604	Sugiyamaella_neomexicana	Sugiyamaella_neomexicana	yHMPu5000034576_sugiyamaella_neomexicana_180604
yHMPu5000034577_sugiyamaella_grinbergsii_180604	Sugiyamaella_grinbergsii_CBS5924	yHMPu5000034577_sugiyamaella_grinbergsii_180604	yHMPu5000034577_sugiyamaella_grinbergsii_180604	Sugiyamaella_grinbergsii	Sugiyamaella_grinbergsii	yHMPu5000034577_sugiyamaella_grinbergsii_180604
yHMPu5000034578_zygoascus_hellenicus_180604	Zygoascus_hellenicus_CBS5839	yHMPu5000034578_zygoascus_hellenicus_180604	yHMPu5000034578_zygoascus_hellenicus_180604	Zygoascus_hellenicus	Zygoascus_hellenicus	yHMPu5000034578_zygoascus_hellenicus_180604
yHMPu5000034579_wickerhamia_fluorescens_180604	Wickerhamia_fluorescens_CBS4565	yHMPu5000034579_wickerhamia_fluorescens_180604	yHMPu5000034579_wickerhamia_fluorescens_180604	Wickerhamia_fluorescens	Wickerhamia_fluorescens	yHMPu5000034579_wickerhamia_fluorescens_180604
yHMPu5000034580_tetrapisispora_phaffii_180604	Tetrapisispora_phaffii_CBS4417	yHMPu5000034580_tetrapisispora_phaffii_180604	yHMPu5000034580_tetrapisispora_phaffii_180604	Tetrapisispora_phaffii	Tetrapisispora_phaffii	yHMPu5000034580_tetrapisispora_phaffii_180604
yHMPu5000034581_schwanniomyces_occidentalis_var_occidentalis_170713	Schwanniomyces_occidentalis_var._occidentalis_CBS819	yHMPu5000034581_schwanniomyces_occidentalis_var_occidentalis_170713	yHMPu5000034581_schwanniomyces_occidentalis_var_occidentalis_170713	Schwanniomyces_occidentalis_var._occidentalis	Schwanniomyces_occidentalis_var._occidentalis	yHMPu5000034581_schwanniomyces_occidentalis_var_occidentalis_170713
